official_max_bin,method,family,row_count,rps,nll,brier,crps,ece,mce,entropy
25,B2_month_residual_pmf,residual_pmf,249,0.05102222216886337,1.2813990913812725,0.0629423365754851,0.5102222216886338,0.04392349495146947,0.10170364477508059,1.2959479769273297
25,E2_student_t_emos,emos,249,0.051234678814779354,1.2835476209605858,0.06300012389446617,0.5123467881477936,0.07015360701870321,0.07282987506338201,1.2328747993721254
25,C2_ordinal_cdf_logistic,direct_classifier,249,0.051691767688754005,1.3072384163558928,0.06398587558805532,0.51691767688754,0.14142480752486156,0.28721683247730145,1.3337300012818045
25,E1_normal_emos,emos,249,0.05204598130864118,1.3148246446423988,0.06354733206373589,0.5204598130864119,0.07019506000686379,0.07633293140490499,1.078128828143874
25,C1_multinomial_ridge,direct_classifier,249,0.05220546171837759,1.3189703636564618,0.06481729842498471,0.522054617183776,0.09093781243306126,0.7198220589319217,1.298454365339316
25,G1_gamlss_tree_location_scale,gamlss_tree,249,0.05224597106263374,1.3525040419085352,0.06419275968420059,0.5224597106263376,0.10330593693041192,0.10727753916216487,1.0502617335823743
25,Q2_threshold_cdf_gb,threshold_cdf,249,0.052918498468855796,1.37432957423887,0.06348245141162072,0.5291849846885579,0.05325506471448365,0.35120511244618535,1.4302718409218835
25,E3_two_piece_normal_emos,emos,249,0.053810529270628384,1.4716993165483256,0.06628769887264818,0.5381052927062838,0.1469919136008238,0.6030030681520486,0.9626281321562269
25,Q1_quantile_cdf_gb,quantile_cdf,249,0.05383364945138253,1.368499175139605,0.06399599409502625,0.5383364945138255,0.0495231126942851,0.7360914913420307,1.5238045570838057
25,B6_month_climatology_diagnostic,diagnostic,249,0.08123306269426926,1.808745248004673,0.07891720751103655,0.8123306269426925,0.25482785074929093,0.4911480923634481,1.152238711322351
25,B0_climatology,baseline,249,0.12630884397422176,2.16339413536581,0.07431820987079073,1.2630884397422175,0.008809162438034047,0.008846749636154616,2.0116085038650273
26,B5_kernel_analog_pmf,analog_pmf,256,0.0668099731356712,1.5326079711953495,0.06931380566220632,0.6680997313567121,0.03289213886296934,0.10808810481293968,1.5192892372899163
26,B4_hierarchical_residual_pmf,residual_pmf,256,0.06694524501621141,1.5361638718182622,0.06919901199408021,0.669452450162114,0.045639842458883285,0.41564907692936187,1.5447248100900413
26,K0_B4_identity,calibration,256,0.06694524501621141,1.5361638718182622,0.06919901199408021,0.669452450162114,0.045639842458883285,0.41564907692936187,1.5447248100900413
26,K2_B4_monotone_cdf_projected,calibration,256,0.06694524501621141,1.5361638718182622,0.06919901199408021,0.669452450162114,0.045639842458883265,0.4156490769293618,1.5447248100900421
26,H1_b4_challenger_linear_pool,hybrid_pool,256,0.06696396120591283,1.5345474226127096,0.06925424107044523,0.6696396120591284,0.055239337382856274,0.08339359513970046,1.5362150992333068
26,S1_conservative_simplex_stack,stack,256,0.06698236353803377,1.536194494258392,0.06921780617603833,0.6698236353803377,0.03651396156748103,0.4006685069375032,1.5591059902482685
26,K1_B4_power_calibrated,calibration,256,0.06701577566510741,1.5370485241317393,0.0691741756961193,0.6701577566510744,0.04651696464938647,0.4035548029161705,1.5627687565656536
26,T1_time_decay_b4,time_decay_residual_pmf,256,0.0673249104978155,1.549999277065333,0.06984451348657729,0.673249104978155,0.0471819984358841,0.20904327959882235,1.5447134827819422
26,B2_month_residual_pmf,residual_pmf,256,0.06754620243329085,1.5491329279646568,0.06978317075800788,0.6754620243329086,0.06917588542303235,0.1670073061503185,1.5701394829752877
26,B1_global_residual_pmf,residual_pmf,256,0.06801616385349023,1.5771694814394357,0.07061647573137442,0.6801616385349022,0.04244715916497638,0.04244715916497638,1.541772797870929
26,P2_student_t_mos,mos,256,0.06848076033318701,1.576587091913785,0.0706607704198105,0.6848076033318701,0.05337262717835325,0.11789990583248727,1.581101858061074
26,E2_student_t_emos,emos,256,0.06853457362896506,1.5857400708280163,0.07101890978114588,0.6853457362896507,0.10150693835136125,0.11356598323301459,1.5084961639989645
26,P1_normal_mos,mos,256,0.06855180871777285,1.5764414442873207,0.07074629963479526,0.6855180871777284,0.06591659474751499,0.06838902293214172,1.5362119893253892
